idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
0 1.8127824263790941 -1.8127824263790941 0.0 0.0 0.5 17582.198905593083 104.60990610729164 0.15216522733342813 1273.8608583770658 0.0 0.29935014687710315 
1 2.250768968146288 -2.250768968146288 0.0 0.0 0.5 20508.337513544546 72.91021736078157 0.24235688274245878 1346.7600636839527 0.0 0.2892172079867355 
2 2.0699333979601002 -2.0699333979601002 0.0 0.0 0.5 16836.087908488385 83.0116094953873 0.25013679751982487 1330.8455085091266 0.0 0.2912823864902734 
3 2.013542718588571 -2.013542718588571 0.0 0.0 0.5 18002.03835257312 53.73422900312559 0.22285512868137608 1319.438700304444 0.0 0.2937818069675176 
4 2.0083009433599086 -2.0083009433599086 0.0 0.0 0.5 22212.441842028467 72.81371444084355 0.21195603727334575 1253.9270952895872 0.0 0.297627794493199 
5 1.9232055055899526 -1.9232055055899526 0.0 0.0 0.5 20006.861873705893 40.72385875930533 0.14534559336100783 1371.7172837764142 0.0 0.2950244024727904 
6 1.5885065343890363 -1.5885065343890363 0.0 0.0 0.5 12542.392179103914 39.111292469330174 0.1840994050140778 1408.2370396601236 0.0 0.2907711716211332 
7 2.2596804246395266 -2.2596804246395266 0.0 0.0 0.5 21000.776762059362 66.65577903172935 0.23280450686095547 1313.0476951276505 0.0 0.293103233020603 
8 1.7632106928283537 -1.7632106928283537 0.0 0.0 0.5 28773.527294326068 59.85123757925925 0.17799620900954083 1309.011095294698 0.0 0.2970138246390906 
9 2.2028597623190325 -2.2028597623190325 0.0 0.0 0.5 11769.81422945434 75.3164395213029 0.12661383165122775 1416.2302569144097 0.0 0.2932357722701374 
10 1.626545962919673 -1.626545962919673 0.0 0.0 0.5 23059.46553924223 64.24095114718358 0.23026099301896288 1258.3611413833335 0.0 0.2929031773369506 
11 1.9818262191452194 -1.9818262191452194 0.0 0.0 0.5 6977.1105160686075 12.201577042999533 0.1816935893542498 1413.075119071026 0.0 0.29020579780755157 
12 2.09625834668246 -2.09625834668246 0.0 0.0 0.5 25592.227935593473 83.33608078164322 0.2152606421328503 1366.823263221543 0.0 0.29261293854354475 
13 1.6761121388568407 -1.6761121388568407 0.0 0.0 0.5 9046.365872022361 45.40719942876026 0.2775167368713056 1373.0545697155426 0.0 0.29254654499760874 
14 1.623487862137629 -1.623487862137629 0.0 0.0 0.5 8380.715836169791 68.75972312015477 0.24122928123002013 1300.7400743433407 0.0 0.29488241350381666 
15 2.1351054628082142 -2.1351054628082142 0.0 0.0 0.5 -3603.4518923326486 71.49208749182054 0.08721154536815771 1374.1625613663819 0.0 0.2949514394991435 
16 1.986683782631626 -1.986683782631626 0.0 0.0 0.5 14117.772315829934 73.27113303495935 0.2546983348956043 1341.9606006996398 0.0 0.29096452932771416 
17 1.8748386853546888 -1.8748386853546888 0.0 0.0 0.5 11240.808608648482 76.815761085196 0.11228190287691928 1323.6633380459784 0.0 0.29651618269744984 
18 2.2701839106823565 -2.2701839106823565 0.0 0.0 0.5 18559.80399302864 79.79814718332203 0.1452945178947699 1289.8879501017054 0.0 0.2984395510874383 
19 1.436531786461779 -1.436531786461779 0.0 0.0 0.5 29500.22262271315 84.33224756236287 0.2016033681432063 1161.6726115860065 0.0 0.2994777378171218 
20 2.0391891006281333 -2.0391891006281333 0.0 0.0 0.5 19974.380742375113 61.16905255774128 0.20161744430031514 1282.4761282855493 0.0 0.298105589556725 
21 2.205751199516204 -2.205751199516204 0.0 0.0 0.5 -2542.260718950106 58.38150091457999 0.10689947343319618 1343.5425541383645 0.0 0.2952850057612995 
22 2.1785930569157275 -2.1785930569157275 0.0 0.0 0.5 21460.896842612896 85.29436527763045 0.2610919606584891 1337.8440728355918 0.0 0.29265900312970594 
23 1.9828396328744364 -1.9828396328744364 0.0 0.0 0.5 32441.979105885446 70.45838756490095 0.2117309457762468 1279.266957197066 0.0 0.2954982735036368 
24 1.9686572716948112 -1.9686572716948112 0.0 0.0 0.5 18535.602102730078 89.10462362901188 0.24220336473608706 1258.2424568256918 0.0 0.29769931495921 
25 1.8090245714869104 -1.8090245714869104 0.0 0.0 0.5 18221.933818238736 59.79624482064483 0.24345624195148838 1249.0695243564348 0.0 0.2961416155106807 
26 1.6866094882595122 -1.6866094882595122 0.0 0.0 0.5 13988.117591050492 86.76685108994212 0.2271495724068095 1212.8806651996038 0.0 0.2989278099331446 
27 2.103364677093557 -2.103364677093557 0.0 0.0 0.5 8408.0933315866 45.01442931243337 0.2171845326976777 1376.8565152571582 0.0 0.295857077925309 
28 1.9538496432914934 -1.9538496432914934 0.0 0.0 0.5 25646.075194812813 80.8276782394831 0.23650711039207153 1286.6922970797489 0.0 0.2963148055455252 
