idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
0 1.5606128100972947 -1.5606128100972947 0.0 0.0 0.5 35038.58340682847 128.12354484570415 0.22381918708781548 1523.535207378342 0.0 0.28804829605262994 
1 0.2641556661022351 -0.2641556661022351 0.0 0.0 0.5 43461.35268017343 129.31315062903437 0.22165723850385757 1475.990956780614 0.0 0.28901026793803736 
2 1.5447396379296472 -1.5447396379296472 0.0 0.0 0.5 33874.71189578996 163.9463256445147 0.23212314279904556 1429.4057211737952 0.0 0.29054576509588464 
3 2.5890331744562096 -2.5890331744562096 0.0 0.0 0.5 33131.97362916812 123.0603295574394 0.22888702546001513 1484.716427476461 0.0 0.28817033476906734 
4 1.0898973689211089 -1.0898973689211089 0.0 0.0 0.5 32079.587404553436 133.94465912245116 0.2282554518160316 1515.590067405655 0.0 0.287647626408484 
5 0.8251291971267176 -0.8251291971267176 0.0 0.0 0.5 19071.170188069154 145.62848897666711 0.24410391522348135 1485.3271292480472 0.0 0.28849925814959654 
6 1.4831007052727903 -1.4831007052727903 0.0 0.0 0.5 40274.73823963719 139.94179465243724 0.22496723076712494 1466.6827013052725 0.0 0.28879653522567345 
7 1.5360089341060732 -1.5360089341060732 0.0 0.0 0.5 26002.227302664796 154.98576140551876 0.2380131563705458 1477.310226030634 0.0 0.28853288693234885 
8 2.2455790811240806 -2.2455790811240806 0.0 0.0 0.5 36010.13492518745 96.8565932736135 0.2219902714506821 1515.3294429776242 0.0 0.2867463136685488 
9 1.4289749096066273 -1.4289749096066273 0.0 0.0 0.5 41590.95233839806 119.02476278520979 0.21971318501690498 1524.4534772169498 0.0 0.2875258651207851 
10 0.7497412539247188 -0.7497412539247188 0.0 0.0 0.5 36438.6972739485 155.05404039497935 0.2287165095206729 1436.2437522986236 0.0 0.2909661078654517 
11 1.691199954903308 -1.691199954903308 0.0 0.0 0.5 37341.76126975763 121.28269619141716 0.22279252869188287 1505.1891613055984 0.0 0.2878623390711402 
12 0.03959881898186009 -0.03959881898186009 0.0 0.0 0.5 7884.472935499696 169.64751922135872 0.2514661359442166 1514.5015630002115 0.0 0.2886514074616078 
13 0.2121543199469287 -0.2121543199469287 0.0 0.0 0.5 19279.72299156412 162.95546138300756 0.24186643153538934 1462.5494679903964 0.0 0.28967479587298084 
14 1.0258931719532267 -1.0258931719532267 0.0 0.0 0.5 23036.084947850482 135.06046363661386 0.23110155346335917 1493.870991666871 0.0 0.28912485978936264 
15 1.6463654030847372 -1.6463654030847372 0.0 0.0 0.5 23581.2747649703 111.59431153005667 0.22788300960424315 1471.514465526451 0.0 0.28965104463770497 
16 0.001008574277924279 -0.001008574277924279 0.0 0.0 0.5 40687.02132962017 151.17080313145382 0.22602959106592704 1384.1667328906537 0.0 0.2928676477422517 
17 0.2606489477835989 -0.2606489477835989 0.0 0.0 0.5 15475.241940084832 150.0639057917687 0.24208037127823462 1501.369126079588 0.0 0.2880656984085456 
18 1.7628701720349507 -1.7628701720349507 0.0 0.0 0.5 29001.95370660207 136.55803578353613 0.23304651021081008 1506.4209742441442 0.0 0.2876520626990133 
19 0.9819851270719995 -0.9819851270719995 0.0 0.0 0.5 33772.09071284753 142.57338699614618 0.22893325998147962 1448.6406122349408 0.0 0.28985954906967837 
