idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
0 1.5410273522806484 -1.5410273522806484 0.0 0.0 0.5 12000.729845688771 69.68114577289305 0.21475293833122533 1381.8937760561093 0.0 0.2949859073797018 
1 2.376616427959284 -2.376616427959284 0.0 0.0 0.5 15135.800636807293 63.995369633312706 0.19203635161845603 1454.0213119746318 0.0 0.28940833700890783 
2 1.8078319348045422 -1.8078319348045422 0.0 0.0 0.5 20622.100974329496 100.36498250201488 0.25254769520975534 1258.512249842814 0.0 0.29481786682392036 
3 1.6855092770988909 -1.6855092770988909 0.0 0.0 0.5 5805.569801440863 91.55255156788861 0.241884171565746 1306.764038954126 0.0 0.29362187872288464 
4 1.666512052595083 -1.666512052595083 0.0 0.0 0.5 14930.878781575639 102.70853461518651 0.24463626662131488 1298.415551429884 0.0 0.2950252178232052 
5 2.1657483403596283 -2.1657483403596283 0.0 0.0 0.5 15543.142000464151 117.52246101401413 0.23143765517380904 1358.2852087748659 0.0 0.29519746689148973 
6 1.9157952061221355 -1.9157952061221355 0.0 0.0 0.5 38456.22387261937 94.6807188360278 0.23331923571501828 1427.735294864982 0.0 0.2885427594154293 
7 2.076275824319096 -2.076275824319096 0.0 0.0 0.5 33934.55070915333 74.79716977255167 0.21185512373545182 1388.8694544620412 0.0 0.29210700844199905 
8 2.094000459987853 -2.094000459987853 0.0 0.0 0.5 22852.667842862476 119.10609458991222 0.24828281315507017 1351.8061631654743 0.0 0.2913298069373952 
9 1.5075728553893415 -1.5075728553893415 0.0 0.0 0.5 27282.925412915043 64.90518772070864 0.2331231269159224 1279.368419953803 0.0 0.2920089547474312 
10 2.268106282080934 -2.268106282080934 0.0 0.0 0.5 34527.206216927785 105.41333697790377 0.23421068967927539 1211.716139993132 0.0 0.2940645927571305 
11 1.6943220911358952 -1.6943220911358952 0.0 0.0 0.5 2768.867221194855 60.08178254966499 0.2266121041841192 1462.5460913352654 0.0 0.29057449752746073 
12 1.7765836877809562 -1.7765836877809562 0.0 0.0 0.5 20656.822051306874 65.39010905386229 0.1950265380961859 1361.241826155232 0.0 0.29606574312307776 
13 1.2406475138056998 -1.2406475138056998 0.0 0.0 0.5 13176.215126119037 98.45906887574846 0.2473866994089947 1407.756223468021 0.0 0.28943206319883924 
14 1.9975631437944052 -1.9975631437944052 0.0 0.0 0.5 26508.686359110463 70.11637436041737 0.2336152901469845 1484.417939504673 0.0 0.284385369205148 
15 2.252519227767351 -2.252519227767351 0.0 0.0 0.5 20532.907844430094 88.92537460325381 0.2166812213045245 1363.1748052467087 0.0 0.2955755802768605 
16 2.285240724865267 -2.285240724865267 0.0 0.0 0.5 19209.761451433165 75.95413933804602 0.22217127761001554 1478.4762457850086 0.0 0.2900438600378738 
17 1.8012342412396565 -1.8012342412396565 0.0 0.0 0.5 12005.522503644559 87.31196133886972 0.23912396280218906 1480.3323930426714 0.0 0.29089736866040966 
18 2.1333976633619005 -2.1333976633619005 0.0 0.0 0.5 34688.19760231884 85.35683935133234 0.22264423513501144 1314.4315285311952 0.0 0.29326053637891647 
19 1.9979562745211925 -1.9979562745211925 0.0 0.0 0.5 37991.81250908856 93.05375578943844 0.2151725192982649 1355.4649015309164 0.0 0.29273340044336515 
20 2.2064091805292123 -2.2064091805292123 0.0 0.0 0.5 16679.772016494753 114.07897842031718 0.24474069320929592 1285.0130212403365 0.0 0.2931375521161695 
21 1.6191414958444001 -1.6191414958444001 0.0 0.0 0.5 18793.659934946467 109.16400882764589 0.233620423885349 1244.2363665408152 0.0 0.29719583701251306 
22 1.8292783487589481 -1.8292783487589481 0.0 0.0 0.5 34584.463197510646 67.7885769578713 0.19419054407842928 1417.5744027897001 0.0 0.2938997617545741 
23 2.2289676790368373 -2.2289676790368373 0.0 0.0 0.5 17900.535510171092 61.40008247682363 0.21940071124112245 1419.3901621075936 0.0 0.2910591535220206 
24 1.8637531051418317 -1.8637531051418317 0.0 0.0 0.5 41084.77033945482 76.06776003252114 0.21126969048553654 1320.219793738212 0.0 0.29393990541368703 
25 1.697690349118299 -1.697690349118299 0.0 0.0 0.5 11176.170633260126 66.88940725308268 0.22803512922281535 1482.0123782278108 0.0 0.2897377478299493 
26 2.1861636948924663 -2.1861636948924663 0.0 0.0 0.5 13094.884387218408 108.53912937311398 0.25768306621238996 1429.1938636084844 0.0 0.29010778202650644 
27 2.0249970384980553 -2.0249970384980553 0.0 0.0 0.5 27522.036506188815 108.90425029098502 0.23917251133466086 1388.5749105043333 0.0 0.2894063465377955 
28 2.0781375284738943 -2.0781375284738943 0.0 0.0 0.5 1572.727443933667 99.93484610507218 0.24536964486227794 1349.0199538421841 0.0 0.2966676315545763 
29 1.9797554972527853 -1.9797554972527853 0.0 0.0 0.5 53059.41864944071 91.24434081400632 0.20655014201560545 1336.805238264607 0.0 0.2931880386501277 
30 2.1155463705168405 -2.1155463705168405 0.0 0.0 0.5 26765.481655100164 71.40546008132895 0.22633604830513493 1386.7872216211456 0.0 0.2902126990904273 
31 1.9141300889500255 -1.9141300889500255 0.0 0.0 0.5 374.19484684541203 101.35747376404157 0.25596462070318216 1434.4310731608984 0.0 0.29167389150157624 
32 2.4658673352919225 -2.4658673352919225 0.0 0.0 0.5 43036.39321314092 92.82947828832481 0.2292667845671521 1295.414901908911 0.0 0.2904413739959621 
33 1.3994952116578638 -1.3994952116578638 0.0 0.0 0.5 44566.457730143724 99.82056279821738 0.2090971096096002 1261.4841019090659 0.0 0.29634560409616734 
34 2.0429676972025006 -2.0429676972025006 0.0 0.0 0.5 16606.23766240979 96.57028862408283 0.2470700384111634 1355.3082744278952 0.0 0.2922927025347093 
35 2.1152908644845865 -2.1152908644845865 0.0 0.0 0.5 2798.736561479065 63.58383290613999 0.2617454803545181 1495.4077775284431 0.0 0.2843497789768047 
36 1.9930807617712591 -1.9930807617712591 0.0 0.0 0.5 30261.615532544638 71.33083492784644 0.23158251528600607 1373.1386399787464 0.0 0.2890501863586379 
37 1.7436406693668876 -1.7436406693668876 0.0 0.0 0.5 32301.48651628328 80.71856198657083 0.2398938905418105 1336.5198485348828 0.0 0.28789534177987297 
38 2.083077869744284 -2.083077869744284 0.0 0.0 0.5 49452.1952688435 73.82696662250156 0.22100034825887807 1317.0175204488635 0.0 0.29310069609539596 
39 1.688677740195829 -1.688677740195829 0.0 0.0 0.5 18493.629830751386 76.11038507440875 0.22642229988183943 1371.1895139978608 0.0 0.2923870888630088 
40 1.6446136797796 -1.6446136797796 0.0 0.0 0.5 17969.68765737096 108.05729936272849 0.22193182251541949 1405.4580083881024 0.0 0.29315346011880095 
41 2.510155416636418 -2.510155416636418 0.0 0.0 0.5 5518.168789923517 94.38482320410405 0.24992863800953627 1415.6963721957152 0.0 0.29105677343993464 
42 2.2549382444218353 -2.2549382444218353 0.0 0.0 0.5 12065.714900092928 84.07844816271201 0.24359048105398132 1319.4544476151339 0.0 0.2918029727018742 
43 1.919943976769931 -1.919943976769931 0.0 0.0 0.5 27991.505681657884 104.75857856725952 0.23531566481090976 1359.982552694884 0.0 0.2930866692613227 
44 1.558259171389093 -1.558259171389093 0.0 0.0 0.5 8204.559324098433 64.57712723479418 0.22284281444373388 1501.8507026898008 0.0 0.2903011133684575 
45 2.1855279312256197 -2.1855279312256197 0.0 0.0 0.5 22697.854608372527 98.70584813944048 0.24813154434706847 1257.565616174874 0.0 0.2943907370795138 
46 1.8696992942925186 -1.8696992942925186 0.0 0.0 0.5 28030.73914626658 93.80413929581921 0.22807818207464245 1398.4581483838729 0.0 0.2925952758980072 
47 1.9334919584586676 -1.9334919584586676 0.0 0.0 0.5 35705.70994953805 77.99857984747993 0.22826474791499368 1437.5410786948632 0.0 0.28489030362581824 
48 2.3099906372507415 -2.3099906372507415 0.0 0.0 0.5 16160.728652669637 99.5488625051447 0.2361256996434312 1464.073641985322 0.0 0.2887075071009918 
49 2.506711480042077 -2.506711480042077 0.0 0.0 0.5 23293.22079790582 44.92560846968436 0.23369956620171567 1426.4599308844906 0.0 0.2869211079936917 
50 1.9967631813014193 -1.9967631813014193 0.0 0.0 0.5 19075.65273696837 69.38187821065674 0.20051562162305794 1387.2854976665933 0.0 0.29456522762783216 
51 1.7468270430439583 -1.7468270430439583 0.0 0.0 0.5 11872.569544231252 64.03448275209736 0.21722938847276416 1441.12022945338 0.0 0.29183565814012546 
