chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
0 -1.7370530676649873 0 0 0.5 
1 -1.4680955767463628 0 0 0.5 
2 -1.8799901265906152 0 0 0.5 
3 -2.0065290791997215 0 0 0.5 
4 -1.9366649374791385 0 0 0.5 
5 -1.4189181652925629 0 0 0.5 
6 -1.1529406172498615 0 0 0.5 
7 -1.8353185260524956 0 0 0.5 
8 -2.0102206741043602 0 0 0.5 
9 -1.8674972897131163 0 0 0.5 
10 -2.190595480461425 0 0 0.5 
11 -1.3489443591764583 0 0 0.5 
12 -2.260324889194125 0 0 0.5 
13 -1.7696193092637686 0 0 0.5 
14 -1.7430572835702842 0 0 0.5 
15 -1.6126757087571975 0 0 0.5 
16 -1.6458959098996913 0 0 0.5 
17 -1.9357849969774454 0 0 0.5 
18 -2.087326069081964 0 0 0.5 
19 -1.9122048123234754 0 0 0.5 
20 -1.4567105813387367 0 0 0.5 
21 -2.126465202453059 0 0 0.5 
22 -1.7638756550222625 0 0 0.5 
23 -1.9739973187181616 0 0 0.5 
24 -1.9387790619185323 0 0 0.5 
25 -2.0463221150061157 0 0 0.5 
26 -2.1490500459692794 0 0 0.5 
27 -1.430738170505343 0 0 0.5 
28 -1.677038545547885 0 0 0.5 
29 -1.644131846031289 0 0 0.5 
30 -1.6596971969617678 0 0 0.5 
31 -1.737577188899335 0 0 0.5 
32 -1.8374329820085784 0 0 0.5 
33 -1.7076443110955122 0 0 0.5 
34 -2.0587763884007426 0 0 0.5 
35 -1.9627222278696816 0 0 0.5 
36 -1.8188625804484484 0 0 0.5 
37 -1.5604222373270478 0 0 0.5 
38 -1.92134549491737 0 0 0.5 
39 -1.6485744268669555 0 0 0.5 
40 -1.9349300861787986 0 0 0.5 
41 -1.8760126933086088 0 0 0.5 
42 -2.1237382461869974 0 0 0.5 
43 -1.808772683200688 0 0 0.5 
44 -1.8946363226511014 0 0 0.5 
45 -1.7303252463948893 0 0 0.5 
46 -1.9455859158681201 0 0 0.5 
47 -2.10877029838182 0 0 0.5 
48 -1.5086294530192528 0 0 0.5 
49 -1.6929421336704626 0 0 0.5 
50 -1.930411865428997 0 0 0.5 
51 -1.8495618724134355 0 0 0.5 
52 -1.8409715721770943 0 0 0.5 
53 -1.5855631886265922 0 0 0.5 
54 -1.8463719984219051 0 0 0.5 
55 -1.677568003727323 0 0 0.5 
56 -1.9089376317155993 0 0 0.5 
57 -1.7737077389499682 0 0 0.5 
58 -1.5974990637520763 0 0 0.5 
59 -1.688202043722708 0 0 0.5 
60 -1.5639958118692607 0 0 0.5 
61 -2.0278509542697187 0 0 0.5 
62 -1.7183435339076707 0 0 0.5 
63 -2.0090429649825916 0 0 0.5 
64 -1.476852702401539 0 0 0.5 
65 -1.95856887954554 0 0 0.5 
66 -1.599168441880713 0 0 0.5 
67 -1.7006611802863179 0 0 0.5 
68 -1.6852513933269486 0 0 0.5 
69 -1.6049996388677337 0 0 0.5 
70 -2.2510389233429313 0 0 0.5 
71 -1.6225945053106523 0 0 0.5 
72 -2.117425311047357 0 0 0.5 
73 -1.85466993356335 0 0 0.5 
74 -1.5523810523720636 0 0 0.5 
75 -1.5685329324898474 0 0 0.5 
76 -1.8073110809055555 0 0 0.5 
77 -1.654290147467361 0 0 0.5 
78 -1.6134027479908915 0 0 0.5 
79 -1.9623455002292287 0 0 0.5 
80 -1.7813619907036413 0 0 0.5 
81 -1.938750891365242 0 0 0.5 
82 -1.5751847701748551 0 0 0.5 
83 -1.9371516704272382 0 0 0.5 
84 -1.8777475548805735 0 0 0.5 
85 -1.5519167843237782 0 0 0.5 
86 -2.020497424439137 0 0 0.5 
87 -1.5630927385105169 0 0 0.5 
88 -1.743501897534272 0 0 0.5 
89 -1.8698299388398314 0 0 0.5 
90 -2.2425815053751594 0 0 0.5 
91 -1.6956552116806254 0 0 0.5 
92 -1.6615632516591299 0 0 0.5 
93 -1.5608481552700202 0 0 0.5 
94 -1.7841523144778082 0 0 0.5 
95 -1.850569414746503 0 0 0.5 
96 -1.887237786704579 0 0 0.5 
97 -2.3714608283892544 0 0 0.5 
98 -1.8671743436889578 0 0 0.5 
99 -1.7454031981780314 0 0 0.5 
