idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
0 1.4159607520862307 -1.4159607520862307 0.0 0.0 0.5 42044.65203781766 145.23994968722232 0.22574869928058558 1471.446477963652 0.0 0.28925317593458977 
1 1.5248218372404716 -1.5248218372404716 0.0 0.0 0.5 18906.90577963367 140.46863367936382 0.24030541614721132 1542.3905326144138 0.0 0.2865096246290473 
2 1.5991459767280656 -1.5991459767280656 0.0 0.0 0.5 26904.842515734577 141.86978792482157 0.2326200195755629 1485.0717180756546 0.0 0.28889224156860893 
3 0.3867527175081684 -0.3867527175081684 0.0 0.0 0.5 44930.98352530462 123.55409693935101 0.21992120504496354 1441.161814900342 0.0 0.2900289392068736 
4 2.2716732201406447 -2.2716732201406447 0.0 0.0 0.5 38084.42323868893 147.53323487096324 0.2267574637023352 1429.3979178048135 0.0 0.29070150332759315 
5 1.978695964332771 -1.978695964332771 0.0 0.0 0.5 21676.870985475096 138.90026058732394 0.23569042540495008 1510.51274557375 0.0 0.28805886553334686 
6 2.161684200424207 -2.161684200424207 0.0 0.0 0.5 36007.816817171435 125.2209680295214 0.22713688528498285 1559.6287071849076 0.0 0.2856506249072943 
7 1.5867950197914138 -1.5867950197914138 0.0 0.0 0.5 42939.83533915398 130.89149235805203 0.2223949155583596 1472.3715090599037 0.0 0.2890041282054438 
8 0.04976316470755282 -0.04976316470755282 0.0 0.0 0.5 56766.727021100356 154.2308824985971 0.2178732677207549 1406.149737380582 0.0 0.29159299909386904 
9 0.9430601167095453 -0.9430601167095453 0.0 0.0 0.5 45618.32407447848 162.57397006780351 0.2245701783936201 1407.1408570701565 0.0 0.29145931639753675 
10 2.031287072246033 -2.031287072246033 0.0 0.0 0.5 22581.04362309811 136.89300674041004 0.23618706313830365 1536.6182165465973 0.0 0.287025903333843 
11 0.9865081527363173 -0.9865081527363173 0.0 0.0 0.5 22284.551756152214 135.62729295957078 0.2338071255672741 1482.7220222795613 0.0 0.28930612338035566 
12 0.9483521817974394 -0.9483521817974394 0.0 0.0 0.5 40810.67150467044 163.99042041070814 0.2281369396234485 1407.9170551059244 0.0 0.29176416514349457 
13 1.089193621208446 -1.089193621208446 0.0 0.0 0.5 47342.79274690796 141.01038680034642 0.2220708793279386 1495.87522382073 0.0 0.28865679022828966 
14 0.7039104753099735 -0.7039104753099735 0.0 0.0 0.5 27345.517015388665 130.44671407116897 0.23229508980706043 1462.621120413506 0.0 0.28948563920193476 
15 0.6867257322049407 -0.6867257322049407 0.0 0.0 0.5 38670.90021138837 154.65564054251155 0.2275290903149216 1432.888710848794 0.0 0.29056596609225094 
16 1.1382433998961496 -1.1382433998961496 0.0 0.0 0.5 18517.98206851331 137.49702852897656 0.2378328154170765 1547.321991967462 0.0 0.2867628560006347 
17 1.245671154754093 -1.245671154754093 0.0 0.0 0.5 31683.79326933395 142.6680416778871 0.23181555584602948 1486.5118190908534 0.0 0.2882952859266857 
18 0.28659884742492137 -0.28659884742492137 0.0 0.0 0.5 30608.637136632355 144.23495527774875 0.23118333866797325 1461.5691671104557 0.0 0.2895401939883037 
19 1.377406130474082 -1.377406130474082 0.0 0.0 0.5 39327.277131733594 134.4187869071792 0.22486023023932733 1484.340124426123 0.0 0.2885744301954575 
20 0.5900861997819563 -0.5900861997819563 0.0 0.0 0.5 32933.99815894294 161.5056731209849 0.23339108981663398 1481.4111576056205 0.0 0.2888556385869629 
21 1.0201076974942371 -1.0201076974942371 0.0 0.0 0.5 29972.956799861502 142.27346354416215 0.23030633043903764 1497.5933619525172 0.0 0.28852451076434943 
22 1.3157455955169322 -1.3157455955169322 0.0 0.0 0.5 21927.982948018995 138.29602521223867 0.23688617615054422 1552.6006126111386 0.0 0.28606036206189744 
23 0.7737308160979119 -0.7737308160979119 0.0 0.0 0.5 23194.46114867771 133.76792793096334 0.23414104709263908 1557.8474748785263 0.0 0.28605583481537666 
24 0.6407259396787021 -0.6407259396787021 0.0 0.0 0.5 40428.14674582202 142.94395587050587 0.22481213016468146 1496.3174948222209 0.0 0.28839842225526674 
25 1.563632998311079 -1.563632998311079 0.0 0.0 0.5 18766.814160924318 134.73348789577074 0.23822835222190086 1555.045752970676 0.0 0.28545986259556294 
26 0.7336033256060546 -0.7336033256060546 0.0 0.0 0.5 19270.44674419626 143.08678523979395 0.23961512580915229 1540.0364216781866 0.0 0.2868473719133712 
27 1.8932921232129334 -1.8932921232129334 0.0 0.0 0.5 42571.46113257674 124.69809148418958 0.2204767854462285 1534.7384218392074 0.0 0.28733008872836635 
28 0.7976241375637777 -0.7976241375637777 0.0 0.0 0.5 38770.09669138395 155.49262646421747 0.2278279340894874 1424.7570548307747 0.0 0.2910352509300511 
29 1.2382933561265939 -1.2382933561265939 0.0 0.0 0.5 33885.90399268281 135.03756798858393 0.22885810434419326 1556.808080505621 0.0 0.2859142713562791 
30 0.2567997086392168 -0.2567997086392168 0.0 0.0 0.5 31138.958587617475 147.65773323764603 0.2335470965389926 1493.1617904640261 0.0 0.28827441860566677 
31 0.7863652224057052 -0.7863652224057052 0.0 0.0 0.5 49243.86957042766 138.9068704025035 0.2188646413907255 1465.5516051878142 0.0 0.2896946083866166 
32 2.3836785492474872 -2.3836785492474872 0.0 0.0 0.5 28867.655022628023 116.19694491330175 0.22897619634224173 1576.3217224182515 0.0 0.28517468941843066 
33 1.7315417560834294 -1.7315417560834294 0.0 0.0 0.5 39129.30609936207 150.35457843714437 0.22683042386100183 1438.069316573798 0.0 0.29046871510776967 
34 0.7698139430291765 -0.7698139430291765 0.0 0.0 0.5 30901.031516507326 139.12151636576164 0.22991968863333037 1500.9910342133805 0.0 0.2880429114376403 
35 0.5825440308490298 -0.5825440308490298 0.0 0.0 0.5 38183.3370053974 144.45767869383766 0.22843689300600314 1494.3245106379431 0.0 0.2887394039510804 
36 1.766714747909763 -1.766714747909763 0.0 0.0 0.5 19411.253645178593 137.74406312594925 0.23899791264902642 1557.26769814716 0.0 0.28602039415036823 
37 1.1227014765971162 -1.1227014765971162 0.0 0.0 0.5 48398.55025482433 166.7632047190663 0.22418243965005205 1396.6187472057186 0.0 0.2918592713488107 
38 1.783294899428003 -1.783294899428003 0.0 0.0 0.5 38444.52738200789 133.15131880883527 0.22275150890764017 1499.3435610096467 0.0 0.28851719629553 
39 1.890122178978662 -1.890122178978662 0.0 0.0 0.5 18433.681638501486 133.67803613775632 0.23885304808260832 1565.118159684903 0.0 0.2857221475751232 
40 1.1692078827710986 -1.1692078827710986 0.0 0.0 0.5 36241.74746922045 156.38653303940524 0.2303763227834959 1477.236327831307 0.0 0.28868827317694434 
41 0.7742292871360947 -0.7742292871360947 0.0 0.0 0.5 31832.08161615832 128.0203507935051 0.2279842124140951 1531.6938806292605 0.0 0.2874470074884121 
42 1.8794285899802865 -1.8794285899802865 0.0 0.0 0.5 31284.138032354196 137.75559406858594 0.23058996694347395 1575.7152387654473 0.0 0.2852141258511127 
43 0.7541848352585288 -0.7541848352585288 0.0 0.0 0.5 18320.878344394274 136.8883506382559 0.2372474477287562 1461.3521157074463 0.0 0.28968959959051266 
44 0.665022323359431 -0.665022323359431 0.0 0.0 0.5 48826.93019501659 165.4170155468323 0.22375690433810455 1355.149826063549 0.0 0.2931223195469697 
45 1.3328339749615674 -1.3328339749615674 0.0 0.0 0.5 45751.090508395995 152.0607932604368 0.22376226431813528 1435.82426158848 0.0 0.2903772259943391 
46 0.19174148009524639 -0.19174148009524639 0.0 0.0 0.5 33158.90741975117 168.626369771789 0.23224715533942603 1452.128458156096 0.0 0.29023597002668017 
47 0.9740210065695976 -0.9740210065695976 0.0 0.0 0.5 46321.85375775089 164.952663589019 0.22373553721260883 1431.0165216094608 0.0 0.29108159201222605 
48 1.054646531558529 -1.054646531558529 0.0 0.0 0.5 43147.871802573114 157.42177311012867 0.22601901468280786 1435.5884332249152 0.0 0.2906469563600233 
49 1.3642139394037702 -1.3642139394037702 0.0 0.0 0.5 41094.33400030354 142.4951061119459 0.22318066765394384 1453.9990122337222 0.0 0.29024336625780794 
50 1.18479833975894 -1.18479833975894 0.0 0.0 0.5 25826.802776628472 129.89779241293652 0.2324055331399765 1604.616841423721 0.0 0.2843647868718644 
51 0.8886656100067419 -0.8886656100067419 0.0 0.0 0.5 36813.10968934952 150.14148927517684 0.22770441874461056 1456.8033237908028 0.0 0.2897355409175171 
52 0.5783946248001541 -0.5783946248001541 0.0 0.0 0.5 39727.896010718374 172.1981809622521 0.22947284480794486 1406.2197622080039 0.0 0.2915934686852806 
53 0.7566513101221267 -0.7566513101221267 0.0 0.0 0.5 23826.74136793796 134.09800926712114 0.23414373503675903 1506.665138720861 0.0 0.28813127264262267 
54 0.12843861016005295 -0.12843861016005295 0.0 0.0 0.5 44681.42490312807 164.2480015524404 0.2250707523040425 1391.9438439709222 0.0 0.29233320118450945 
55 1.1942800949974963 -1.1942800949974963 0.0 0.0 0.5 29903.63663630089 149.77165012825733 0.23378614838805892 1514.5238130671712 0.0 0.2873070142408665 
56 1.194832145223428 -1.194832145223428 0.0 0.0 0.5 41732.039115061416 180.74054256513404 0.2281027043312181 1283.3096051689356 0.0 0.29653337752483666 
57 0.6436770694507599 -0.6436770694507599 0.0 0.0 0.5 39137.548778711614 143.15736040603235 0.22581930481410745 1490.7803038164368 0.0 0.2884656639108194 
58 1.7332937754923363 -1.7332937754923363 0.0 0.0 0.5 28871.62167647336 140.92535633185167 0.23387658255604682 1516.8135370000834 0.0 0.2872518406858304 
59 1.5325451062992559 -1.5325451062992559 0.0 0.0 0.5 20277.48224778692 136.09523327407697 0.2380411671194048 1633.894258175699 0.0 0.283244560810294 
60 0.28050940542868985 -0.28050940542868985 0.0 0.0 0.5 56208.39178954897 172.42049840723254 0.21866714160389045 1301.976259002212 0.0 0.2954726027582957 
61 0.10467403867122538 -0.10467403867122538 0.0 0.0 0.5 28524.88695859267 152.78428427065117 0.23356837464130842 1488.8011543226523 0.0 0.28840704920055615 
62 -0.27043532699504796 0.27043532699504796 0.0 0.0 0.5 31776.12872653838 171.70901272821754 0.2354485269726954 1433.1676570569348 0.0 0.2902921392317756 
63 0.7464325867842801 -0.7464325867842801 0.0 0.0 0.5 37998.4400699626 163.82013125875653 0.22907913070257996 1400.682250117595 0.0 0.29189603268050257 
64 1.0113911854526711 -1.0113911854526711 0.0 0.0 0.5 25433.301718599574 150.40644843159572 0.2375833646851859 1577.8772135441611 0.0 0.285228926931148 
65 1.0900034621229067 -1.0900034621229067 0.0 0.0 0.5 52604.9312430408 157.2630944095943 0.22073232709620735 1418.2310196583364 0.0 0.29140108620333033 
66 1.4839863183275759 -1.4839863183275759 0.0 0.0 0.5 20146.42562922045 134.8079547798001 0.23846568887054606 1580.88324319468 0.0 0.2852411327157442 
67 1.2878655120109708 -1.2878655120109708 0.0 0.0 0.5 37603.73162781457 127.8222029723786 0.22518959976943292 1516.534671129316 0.0 0.287384018917364 
68 1.0203945081164967 -1.0203945081164967 0.0 0.0 0.5 49206.48039969115 144.88726294493955 0.22112430576247122 1454.1220247190067 0.0 0.2895932833549266 
69 1.341349035855326 -1.341349035855326 0.0 0.0 0.5 28707.629797025736 140.3097055291437 0.2316459170181067 1528.964171451746 0.0 0.287173619025364 
70 1.1013168447887942 -1.1013168447887942 0.0 0.0 0.5 20462.558609027834 124.4243147312549 0.23398245521002176 1531.654803190258 0.0 0.2872696827711194 
71 0.5250783795408805 -0.5250783795408805 0.0 0.0 0.5 26681.156674144055 147.27104674247872 0.2342474556715189 1526.2812122654568 0.0 0.28717918552323607 
72 0.9054656064815962 -0.9054656064815962 0.0 0.0 0.5 43456.539064849574 160.72801189500834 0.22656566285773025 1357.1215579445845 0.0 0.2932800793180387 
73 0.8544223970637268 -0.8544223970637268 0.0 0.0 0.5 45862.12476170241 157.84764602381057 0.22514554965138678 1400.100491078885 0.0 0.2917478768013558 
74 -0.6823584044025246 0.6823584044025246 0.0 0.0 0.5 43210.58685703593 179.28071029867866 0.22900746430864088 1399.3396726944711 0.0 0.29294249344536555 
75 0.2840954353885451 -0.2840954353885451 0.0 0.0 0.5 43525.18499145036 149.24217554377245 0.22336844891620994 1470.4123746210323 0.0 0.2898892132702838 
76 0.0050768225977432385 -0.0050768225977432385 0.0 0.0 0.5 11542.8252901267 182.136863819948 0.2511654915673281 1510.2069376686582 0.0 0.2888269807848873 
77 1.9083264399909723 -1.9083264399909723 0.0 0.0 0.5 17249.269343583845 132.20202135782725 0.23789912245913955 1526.3503080915114 0.0 0.28760260040435026 
78 1.157600824154473 -1.157600824154473 0.0 0.0 0.5 30774.6974809739 160.7147384569617 0.23175141243071531 1391.8912818915205 0.0 0.2920246620503574 
79 0.5034261948752367 -0.5034261948752367 0.0 0.0 0.5 48582.11912631512 178.50440461141878 0.22525423959758187 1387.385472760718 0.0 0.29264523934908987 
80 0.823546244926186 -0.823546244926186 0.0 0.0 0.5 36210.3390839964 154.3669711968837 0.2311690029134064 1500.9263255755216 0.0 0.28815090293481865 
81 1.2330319113951036 -1.2330319113951036 0.0 0.0 0.5 40324.09733391095 158.24413114901958 0.22660770724676738 1347.7795326304595 0.0 0.29384898053887454 
82 1.0791210242182983 -1.0791210242182983 0.0 0.0 0.5 37888.842032286426 158.00706465348378 0.22923725919454566 1422.3086091827333 0.0 0.29096729576749203 
83 1.7425832110714379 -1.7425832110714379 0.0 0.0 0.5 43675.36374548578 155.06543872303695 0.22391960563725985 1407.7580259257247 0.0 0.29158011700305103 
84 1.321411097338838 -1.321411097338838 0.0 0.0 0.5 29390.542031868586 150.09144434358745 0.23223722419767254 1509.1919461530242 0.0 0.28823862323058924 
